runId,round,scopeFamily,requiredFamily,profileId,profileLabel,queryText,queryFamily,queryCascadeIndex,attemptNumber,elapsedMs,timedOut,abortOrigin,responseHeadersReceived,bodyCompleted,docsReturned,acceptedAfterSourcePolicy,finalContribution,contributedToFinalSlate,failedReason,lifecycleStage
speculative_scifi-r3,3,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,285,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r3,3,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,189,false,,true,true,8,7,2,true,,completed
contemporary-r3,3,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,886,false,,true,true,8,4,1,true,,completed
romance-r3,3,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,234,false,,true,true,8,5,2,true,,completed
romance-r3,3,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,127,false,,true,true,1,1,0,false,,completed
adventure_historical-r3,3,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,140,false,,true,true,8,2,0,false,,completed
adventure_historical-r3,3,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,118,false,,true,true,8,7,3,true,,completed
adventure_historical-r3,3,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,511,false,,true,true,8,0,0,false,,completed
adventure_historical-r3,3,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,125,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r3,3,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,462,false,,true,true,8,2,1,true,,completed
fantasy-r3,3,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,187,false,,true,true,8,3,1,true,,completed
fantasy-r3,3,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,346,false,,true,true,8,0,0,false,,completed
fantasy-r3,3,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,88,false,,true,true,8,4,0,false,,completed
fantasy-r3,3,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,196,false,,true,true,8,3,0,false,,completed
fantasy-r3,3,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,886,false,,true,true,8,2,0,false,,completed
mystery_thriller-r3,3,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,214,false,,true,true,8,6,5,true,,completed
speculative_scifi-r4,4,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,231,false,,true,true,8,0,0,false,,completed
speculative_scifi-r4,4,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,105,false,,true,true,0,0,0,false,,completed
speculative_scifi-r4,4,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,113,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r4,4,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,634,false,,true,true,8,7,2,true,,completed
contemporary-r4,4,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,846,false,,true,true,8,4,1,true,,completed
romance-r4,4,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,446,false,,true,true,8,5,2,true,,completed
romance-r4,4,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,135,false,,true,true,1,1,0,false,,completed
adventure_historical-r4,4,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,1045,false,,true,true,8,2,0,false,,completed
adventure_historical-r4,4,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,227,false,,true,true,8,7,3,true,,completed
adventure_historical-r4,4,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,984,false,,true,true,8,0,0,false,,completed
adventure_historical-r4,4,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,119,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r4,4,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,297,false,,true,true,8,2,1,true,,completed
fantasy-r4,4,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,615,false,,true,true,8,3,1,true,,completed
fantasy-r4,4,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,1194,false,,true,true,8,0,0,false,,completed
fantasy-r4,4,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,231,false,,true,true,8,4,0,false,,completed
fantasy-r4,4,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,592,false,,true,true,8,3,0,false,,completed
fantasy-r4,4,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,894,false,,true,true,8,2,0,false,,completed
mystery_thriller-r4,4,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,420,false,,true,true,8,6,5,true,,completed
horror_paranormal-r4,4,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,261,false,,true,true,8,4,3,true,,completed
horror_paranormal-r4,4,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,370,false,,true,true,8,4,0,false,,completed
contemporary-r5,5,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,160,false,,true,true,8,7,2,true,,completed
contemporary-r5,5,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,563,false,,true,true,8,4,1,true,,completed
romance-r5,5,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,151,false,,true,true,8,5,2,true,,completed
romance-r5,5,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,505,false,,true,true,1,1,0,false,,completed
adventure_historical-r5,5,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,500,false,,true,true,8,2,0,false,,completed
adventure_historical-r5,5,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,304,false,,true,true,8,7,3,true,,completed
adventure_historical-r5,5,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,297,false,,true,true,8,0,0,false,,completed
adventure_historical-r5,5,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,178,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r5,5,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,333,false,,true,true,8,2,1,true,,completed
fantasy-r5,5,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,233,false,,true,true,8,3,1,true,,completed
fantasy-r5,5,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,1233,false,,true,true,8,0,0,false,,completed
fantasy-r5,5,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,82,false,,true,true,8,4,0,false,,completed
fantasy-r5,5,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,589,false,,true,true,8,3,0,false,,completed
fantasy-r5,5,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,279,false,,true,true,8,2,0,false,,completed
mystery_thriller-r5,5,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,182,false,,true,true,8,6,5,true,,completed
horror_paranormal-r5,5,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,180,false,,true,true,8,4,3,true,,completed
horror_paranormal-r5,5,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,140,false,,true,true,8,4,0,false,,completed
speculative_scifi-r5,5,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,147,false,,true,true,8,0,0,false,,completed
speculative_scifi-r5,5,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,187,false,,true,true,0,0,0,false,,completed
speculative_scifi-r5,5,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,95,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
romance-r6,6,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,108,false,,true,true,8,5,2,true,,completed
romance-r6,6,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,85,false,,true,true,1,1,0,false,,completed
adventure_historical-r6,6,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,150,false,,true,true,8,2,0,false,,completed
adventure_historical-r6,6,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,159,false,,true,true,8,7,3,true,,completed
adventure_historical-r6,6,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,313,false,,true,true,8,0,0,false,,completed
adventure_historical-r6,6,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,138,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r6,6,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,77,false,,true,true,8,2,1,true,,completed
fantasy-r6,6,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,141,false,,true,true,8,3,1,true,,completed
fantasy-r6,6,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,367,false,,true,true,8,0,0,false,,completed
fantasy-r6,6,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,172,false,,true,true,8,4,0,false,,completed
fantasy-r6,6,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,212,false,,true,true,8,3,0,false,,completed
fantasy-r6,6,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,1221,false,,true,true,8,2,0,false,,completed
mystery_thriller-r6,6,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,209,false,,true,true,8,6,5,true,,completed
horror_paranormal-r6,6,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,133,false,,true,true,8,4,3,true,,completed
horror_paranormal-r6,6,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,374,false,,true,true,8,4,0,false,,completed
speculative_scifi-r6,6,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,197,false,,true,true,8,0,0,false,,completed
speculative_scifi-r6,6,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,137,false,,true,true,0,0,0,false,,completed
speculative_scifi-r6,6,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,96,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r6,6,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,158,false,,true,true,8,7,2,true,,completed
contemporary-r6,6,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,178,false,,true,true,8,4,1,true,,completed
adventure_historical-r7,7,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,401,false,,true,true,8,2,0,false,,completed
adventure_historical-r7,7,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,156,false,,true,true,8,7,3,true,,completed
adventure_historical-r7,7,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,477,false,,true,true,8,0,0,false,,completed
adventure_historical-r7,7,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,109,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r7,7,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,194,false,,true,true,8,2,1,true,,completed
fantasy-r7,7,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,371,false,,true,true,8,3,1,true,,completed
fantasy-r7,7,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,593,false,,true,true,8,0,0,false,,completed
fantasy-r7,7,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,182,false,,true,true,8,4,0,false,,completed
fantasy-r7,7,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,290,false,,true,true,8,3,0,false,,completed
fantasy-r7,7,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,304,false,,true,true,8,2,0,false,,completed
mystery_thriller-r7,7,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,158,false,,true,true,8,6,5,true,,completed
horror_paranormal-r7,7,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,318,false,,true,true,8,4,3,true,,completed
horror_paranormal-r7,7,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,429,false,,true,true,8,4,0,false,,completed
speculative_scifi-r7,7,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,255,false,,true,true,8,0,0,false,,completed
speculative_scifi-r7,7,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,175,false,,true,true,0,0,0,false,,completed
speculative_scifi-r7,7,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,131,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r7,7,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,189,false,,true,true,8,7,2,true,,completed
contemporary-r7,7,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,296,false,,true,true,8,4,1,true,,completed
romance-r7,7,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,821,false,,true,true,8,5,2,true,,completed
romance-r7,7,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,100,false,,true,true,1,1,0,false,,completed
fantasy-r8,8,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,72,false,,true,true,8,2,1,true,,completed
fantasy-r8,8,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,351,false,,true,true,8,3,1,true,,completed
fantasy-r8,8,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,382,false,,true,true,8,0,0,false,,completed
fantasy-r8,8,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,61,false,,true,true,8,4,0,false,,completed
fantasy-r8,8,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,181,false,,true,true,8,3,0,false,,completed
fantasy-r8,8,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,202,false,,true,true,8,2,0,false,,completed
mystery_thriller-r8,8,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,2020,true,local_timeout,false,false,0,0,0,false,per_query_timeout,pre_headers
mystery_thriller-r8,8,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,young adult mystery,mystery_thriller,1,1,299,false,,true,true,8,4,1,true,,completed
mystery_thriller-r8,8,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,psychological mystery,mystery_thriller,2,1,908,false,,true,true,8,1,0,false,,completed
mystery_thriller-r8,8,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,young adult mystery thriller,mystery_thriller,3,1,2012,true,local_timeout,false,false,0,0,0,false,per_query_timeout,pre_headers
horror_paranormal-r8,8,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,2010,true,local_timeout,false,false,0,0,0,false,per_query_timeout,pre_headers
horror_paranormal-r8,8,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,971,false,,true,true,8,4,0,false,,completed
horror_paranormal-r8,8,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,psychological mystery,mystery_thriller,2,1,841,false,,true,true,8,1,0,false,,completed
speculative_scifi-r8,8,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,2013,true,local_timeout,false,false,0,0,0,false,per_query_timeout,pre_headers
speculative_scifi-r8,8,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,297,false,,true,true,0,0,0,false,,completed
contemporary-r8,8,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,418,false,,true,true,8,7,2,true,,completed
contemporary-r8,8,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,354,false,,true,true,8,4,1,true,,completed
